,Date,PolygonId,Species
3601,2015-1-1,1959,Oxyopes macilentus
3602,2015-1-1,1988,Acosmeryx castanea+Acronicta denticulata+Aeolanthes erythrantis+Aglaomorpha histrio+Albara reversaria+Alcis taiwanovariegata+Ambulyx ochracea+Ambulyx sericeipennis+Antitrygodes divisaria+Asota heliconia+Athetis brunneolineosa+Auzatellodes arizana+Bastilla fulvotaenia+Bharetta owadai+Biston perclara+Callidula attenuata+Calliteara postfusca+Camptomastix hisbonalis+Cania heppneri+Carea internifusca+Catocala macula+Celenna festivaria+Chiasmia inchoata+Chorodna creataria+Chrysaeglia magnifica+Cleora fraterna+Cnethodonta grisescens+Corgatha trichogyia+Corymica arnearia+Creatonotos transiens+Ctenoplusia agnata+Cyana hamata+Daddala lucilla+Danala lilacina+Diaphania indica+Diduga flavicostata+Dindica taiwana+Dinumma placens+Discophora sondaica tulliana+Ectogonia butleri+Erasmia pulchella+Erasmiphlebohecta picturata+Ernolatia moorei+Ethmia lineatonotella+Euproctis kanshireia+Euproctis magna+Family Cosmopterigidae+Family Crambidae+Family Erebidae+Family Gelechiidae+Family Geometridae+Family Gracillariidae+Family Noctuidae+Family Nolidae+Family Notodontidae+Family Pyralidae+Family Thyrididae+Family Tineidae+Family Tortricidae+Fentonia baibarana+Gasterocome pannosaria orta+Genus Abraxas+Genus Acleris+Genus Aeolanthes+Genus Agrotera+Genus Amata+Genus Archips+Genus Arctornis+Genus Barsine+Genus Bastilla+Genus Calliteara+Genus Cleora+Genus Ectogonia+Genus Endotricha+Genus Enispa+Genus Eublemma+Genus Euproctis+Genus Gargela+Genus Gatesclarkeana+Genus Herimba+Genus Hypena+Genus Hypsopygia+Genus Lamprophaia+Genus Monopis+Genus Naarda+Genus Narangodes+Genus Periacma+Genus Rivula+Genus Stathmopoda+Genus Teliphasa+Genus Termioptycha+Genus Teulisna+Genus Tituacia+Genus Treitschkendia+Gonodontis pallida+Hamodes propitia+Harutaea flavizona+Herminia vermiculata+Hesudra divisa+Heteropoda simplex+Heterostegane subtessellata+Hippotion velox+Hypomecis cineracea+Hypomecis obliquisigna+Hyposidra talaca+Isocentris filalis+Katha magnata+Krananda semihyalina+Lamida obscura+Lemyra alikangensis+Leucoma clara+Locharna strigipennis+Lomographa inamata+Lophoptera nama+Luxiaria mitorrhaphes+Lygephila dorsigera+Lymantria iris+Macroglossum saga+Marumba cristata+Meganola tesselata+Mosopia punctilinea+Mythimna albomarginata+Mythimna yu+Neopheosia fasciata+Nevrina procopia+Nyctemera adversata+Odonestis bheroba+Olene mendosa+Ophiusa trapezium+Orgyia postica+Orthocabera sericea+Ourapteryx changi+Ourapteryx clara+Ourapteryx pallidula+Ourapteryx yerburii virescens+Palpita asiaticalis+Palpita hypohomalia+Palpita warrenalis+Paralebeda femorata+Perciana taiwana+Percnia longitermen+Perina nuda+Pida decolorata maculosa+Pilipectus prunifera+Pogonopygia nigralbata+Pogonopygia pavidus+Polyphagozerra coffeae+Polythlipta divaricata+Prismosticta fenestrata+Pseudargyria interruptella+Psilalcis breta+Sephisa chandra androdamas+Simplicia bimarginata+Simplicia cornicalis+Somatina plynusaria+Somatina rosacea+Somena scintillans+Spilarctia postrubida+Spilarctia wilemani+Stauropus alternus+Stauropus teikichiana+Strepsigonia diluta+Syntypistis comatus+Syntypistis umbrosa+Tanaorhinus viridiluteata+Trabala vishnou+Tridrepana arikana+Trisuloides sericea+Triuncina brunnea+Vamuna alboluteora+Yashmakia suffusa+Zanclopera falcata+Zurobata vacillans
3603,2015-1-1,2021,Trabala vishnou
3604,2015-1-1,2029,Genus Otacilia
3605,2015-1-1,2031,Euploea eunice+Euploea mulciber+Euploea mulciber barsine+Euploea sylvester swinhoei+Euploea tulliolus+Tirumala limniace+Tirumala septentrionis
3606,2015-1-1,2039,Cyrtophora moluccensis+Genus Endotricha+Genus Oxytate
3607,2015-1-1,2071,Chrysaeglia magnifica
3608,2015-1-1,2072,Genus Macrothele+Pingasa ruginaria
3609,2015-1-1,2074,Psilogramma increta
3610,2015-1-1,2082,Brahmaea wallichii
3611,2015-1-1,2083,Genus Utetheisa
3612,2015-1-1,2109,Catochrysops panormus exiguus+Cyclosa mulmeinensis+Family Erebidae+Genus Cyrtarachne+Genus Diasemia+Thomisus labefactus
3613,2015-1-1,2122,Arhopala bazalus turbata+Badamia exclamationis+Choreutis amethystodes+Family Erebidae+Family Lasiocampidae+Family Salticidae+Kunugia undans
3614,2015-1-1,2149,Spoladea recurvalis
3615,2015-1-1,2156,Gasteracantha sauteri
3616,2015-1-1,2157,Acosmeryx castanea+Actias sinensis subaurea+Anarsia isogona+Areas galactina+Argyrocosma inductaria+Arichanna picaria+Ascotis selenaria imparata+Asota heliconia+Biston perclara+Chitoria chrysolora+Chrysaeglia magnifica+Creatonotos transiens+Cyana hamata+Cyclidia substigmaria+Delias hyparete luzonensis+Doratoptera lutea+Eilema karenkona+Ethmia zygospila+Euproctis inornata+Euproctis kanshireia+Euproctis nigricauda+Family Crambidae+Family Geometridae+Family Tortricidae+Genus Abraxas+Genus Callopistria+Genus Euproctis+Genus Lemyra+Genus Miltochrista+Genus Pyrinioides+Genus Spilarctia+Genus Terthreutis+Hemistola orbiculosa+Hesudra divisa+Hypenagonia obliquifascia+Hypomecis cineracea+Lymantria concolor+Nechesia albodentata+Ophthalmitis herbidaria+Orgyia postica+Ourapteryx changi+Ourapteryx clara+Parapercnia giraffata+Percnia longitermen+Percnia luridaria+Percnia suffusa+Perixera illepidaria+Pingasa alba+Polyphagozerra coffeae+Problepsis albidior+Somatina rosacea+Somena scintillans+Spodoptera litura+Syntypistis subgeneris+Tamba lala+Trichonephila clavata+Volobilis chloropterella+Westermannia elliptica
3617,2015-1-1,2165,Cyclosa confusa
3618,2015-1-1,2166,Ozola defectata+Utetheisa inconstans
3619,2015-1-1,2190,Genus Psalis+Neoscona punctigera+Trabala vishnou
3620,2015-1-1,2191,Chiasmia emersaria+Family Noctuidae+Genus Euproctis+Hersilia striata+Spodoptera litura
3621,2015-1-1,2192,Callopistria maillardi+Family Crambidae+Family Lecithoceridae+Family Pterophoridae+Family Pyralidae+Family Tineidae+Lymantria mathura subpallida
3622,2015-1-1,2195,Genus Hadennia
3623,2015-1-1,2196,Catopsilia pomona
3624,2015-1-1,2198,Ectropis bhurmitra+Genus Phazaca
3625,2015-1-1,2205,Ernolatia moorei+Family Erebidae
3626,2015-1-1,2206,Tylorida ventralis
3627,2015-1-1,2208,Thysanoplusia orichalcea
3628,2015-1-1,2233,Eriovixia excelsa+Genus Chadisra
3629,2015-1-1,2234,Clubiona deletrix+Family Crambidae+Family Geometridae+Family Psychidae+Genus Anelosimus+Genus Cleora+Genus Collix+Hyposidra talaca+Leucauge blanda+Nephila pilipes+Orgyia postica
3630,2015-1-1,2236,Coleosoma blandum+Hippotion celerio
3631,2015-1-1,2237,Genus Menemerus bivittatus
3632,2015-1-1,2239,Cania heppneri+Comibaena procumbaria+Family Geometridae+Genus Pantana+Genus Utetheisa+Percnia suffusa+Protuliocnemis castalaria+Somatina plynusaria+Trabala vishnou
3633,2015-1-1,2240,Erasmia pulchella+Gasteracantha kuhli
3634,2015-1-1,2247,Opadometa fastigata
3635,2015-1-1,2274,Arachnura melanura+Eriovixia sakiedaorum+Perina nuda+Spodoptera litura+Trabala vishnou
3636,2015-1-1,2275,Chrysso lingchuanensis
3637,2015-1-1,2276,Perina nuda+Plutella xylostella
3638,2015-1-1,2281,Garudinia bimaculata+Oxyodes scrobiculata+Poltys illepidus
3639,2015-1-1,2282,Cyclosa confusa
3640,2015-1-1,2283,Blepharoctenucha virescens+Eterusia taiwana+Family Choreutidae+Family Zygaenidae+Lamprystica purpurata
3641,2015-1-1,2284,Family Yponomeutidae+Nudaria ranruna+Nudaria suffusa
3642,2015-1-1,2288,Genus Earias
3643,2015-1-1,2318,Chrysso argyrodiformis+Family Oonopidae
3644,2015-1-1,2320,Family Erebidae
3645,2015-1-1,2321,Ebrechtella pseudovatia
3646,2015-1-1,2366,Genus Gnathopalystes+Thelcticopis severa
3647,2015-1-1,2449,Eurema alitha esakii+Genus Problepsis
3648,2015-1-1,2451,Chrysso foliata+Cyana subalba+Family Notodontidae+Genus Nemophora+Nemophora uncella+Psecadioides tanylopha
3649,2015-1-1,2452,Family Geometridae+Genus Amata+Genus Oxytate+Soritia azurea
3650,2015-1-1,2579,Batracharta divisa+Bertula quadripuncta+Callyna semivitta+Danala lilacina+Family Crambidae+Family Erebidae+Family Euteliidae+Family Geometridae+Family Nolidae+Family Notodontidae+Family Pyralidae+Genus Altha+Genus Bertula+Genus Calletaera+Genus Calliteara+Genus Herochroma+Genus Ilema+Locharna strigipennis+Polythlipta divaricata
3651,2015-1-1,2580,Amphitorna purpureofascia+Family Erebidae
3652,2015-1-1,2620,Saturnia thibeta
3653,2015-1-1,2621,Entomogramma fautrix+Erebus gemmans+Lysipatha diaxantha+Macrobrochis gigas
3654,2015-1-1,2622,Chrysaeglia magnifica
3655,2015-1-1,2661,Genus Argiope+Genus Nemophora+Glyphodes bivitralis+Lysipatha diaxantha
3656,2015-1-1,2663,Biston perclara
3657,2015-1-1,2745,Lycosa coelestis
3658,2015-1-1,2746,Eumeta pryeri+Family Cossidae+Family Erebidae+Genus Eoophyla+Parasa shirakii+Plusiopalpa adrasta shisa
3659,2015-1-1,2748,Calletaera postvittata+Demonarosa rufotessellata+Family Erebidae+Genus Timandra+Nyctemera adversata
3660,2015-1-1,2761,Tmarus lanyu
3661,2015-1-1,2787,Genus Amata
3662,2015-1-1,2829,Thelacantha brevispina
3663,2015-1-1,2831,Aiteta musculina+Batozonellus annulatus+Idea leuconoe+Ideopsis similis
3664,2015-1-1,2872,Genus Gnathopalystes+Thelacantha brevispina
3665,2015-1-1,2873,Family Choreutidae
3666,2015-4-1,73,Adrapsa ablualis+Arctioblepsis rubida+Dysaethria erasaria+Family Erebidae+Family Geometridae+Family Tineidae+Genus Amata+Genus Bradina+Genus Glyphodes+Genus Hemithea+Genus Heterolocha+Genus Rivula+Genus Tatobotys+Histia flabellicornis+Macrobrochis gigas+Micronia aculeata+Ozola defectata+Phthonandria atrilineata cuneilinearia
3667,2015-4-1,74,Genus Bertula+Xerodes albonotaria
3668,2015-4-1,75,Genus Amata
3669,2015-4-1,114,Acronicta intermedia+Family Erebidae+Family Geometridae+Genus Euproctis+Genus Pergesa+Genus Theretra+Hypena assimilis+Phalera flavescens flavescens
3670,2015-4-1,115,Doratoptera lutea+Dysaethria cretacea+Ernolatia moorei+Family Erebidae+Family Geometridae+Family Lasiocampidae+Family Thyrididae+Family Tortricidae+Genus Amata+Genus Dichomeris+Genus Glanycus+Genus Lemyra+Genus Nemophora+Macroglossum saga+Paracymoriza cataclystalis
3671,2015-4-1,116,Amsactoides solitaria
3672,2015-4-1,117,Lebeda nobilis+Lymantria xylina+Micronia aculeata+Xandrames dholaria
3673,2015-4-1,118,Clanis bilineata+Danaus genutia+Erthesina fullo+Family Thyrididae+Idea leuconoe+Idea leuconoe clara+Junonia almana+Loepa formosensis+Lymantria xylina+Parantica aglea maghaba+Pyralis pictalis
3674,2015-4-1,155,Chabula acamasalis+Endotricha theonalis+Family Crambidae+Family Nolidae+Genus Chasmina+Genus Chilo+Genus Cleora+Genus Condica+Genus Endotricha+Genus Erechthias+Genus Eristena+Genus Euproctis+Genus Hydriris+Genus Nola+Genus Palpifer+Genus Stathmopoda+Genus Thalassodes+Macroglossum sitiene+Neeugoa kanshireiensis+Orgyia postica+Parum colligata+Psimada quadripennis
3675,2015-4-1,156,Amblychia angeronaria+Arctioblepsis rubida+Asota heliconia+Calluga costalis+Comibaena procumbaria+Comostola subtiliaria+Ernolatia moorei+Euproctis nigricauda+Family Crambidae+Family Erebidae+Family Geometridae+Genus Abraxas+Genus Callopistria+Genus Ericeia+Genus Euproctis+Genus Phauda+Hyblaea constellata+Hypomecis cineracea+Krananda latimarginaria+Locastra muscosalis+Lymantria xylina+Macroglossum passalus+Metaemene atrigutta+Micronia aculeata+Miltochrista ziczac+Neoscona theisi+Olene mendosa+Oraesia excavata+Orgyia postica+Paracymoriza cataclystalis+Perina nuda+Rhagastis mongoliana+Theretra nessus+Tiracola aureata+Trichosea champa
3676,2015-4-1,157,Acherontia lachesis+Acosmerycoides harterti+Acosmeryx castanea+Acosmeryx naga+Actias sinensis subaurea+Agelena tungchis+Aglaomorpha histrio+Agrotis ipsilon+Amblychia angeronaria+Ampelophaga rubiginosa+Amphitorna purpureofascia+Ampittia virgata myakei+Amsactoides solitaria+Amyna stellata+Anarsia patulella+Antha grata+Antheraea formosana+Arcte coerula+Arctioblepsis rubida+Argiope ocula+Argyreus hyperbius+Arna bipunctapex+Asota egens+Asota heliconia+Asota plana+Athetis stellulata+Axylia putris+Bastilla joviana+Beara tortriciformis+Bertula kosemponica+Biston perclara+Bombyx mandarina+Bosara errabunda+Bradina atopalis taiwanensis+Calguia defiguralis+Calletaera obliquata+Calletaera postvittata+Callopistria maillardi+Callopistria nobilior+Callopistria phaeogona+Callopistria repleta+Calluga costalis+Callyna monoleuca+Camptoloma carum+Camptomastix hisbonalis+Cangetta rectilinea+Cania heppneri+Carige scutilimbata+Carsina kanshireiensis+Ceratarcha umbrosa+Chiasmia emersaria+Chiasmia monticolaria notia+Chorodna creataria+Chorodna ochreimacula+Chrysaeglia magnifica+Chrysodeixis eriosoma+Chrysodeixis heberachis+Chrysodeixis minutus+Cidariplura gladiata+Cleora alienaria+Cleora fraterna+Collix ghosha+Comibaena procumbaria+Corymica arnearia+Cotachena pubescens+Creatonotos transiens+Cryptophlebia repletana+Ctenoplusia agnata+Cusiala boarmioides+Cyana hamata+Cypoides chinensis+Dactylioglypha tonica+Deltoplastis commatopa+Demonarosa rufotessellata+Dichomeris autometra+Diplopseustis perieresalis+Dipterygina cupreotincta+Dischidesia cinerea+Disparia diluta+Disparia wilemani+Dysaethria cretacea+Ecliptopera delecta+Ectropis bhurmitra+Eilema costipuncta+Eilema karenkona+Endotricha consocia+Endotricha olivacealis+Entomogramma fautrix+Entomopteryx combusta+Entomopteryx rubridisca+Erasmia pulchella+Erebus ephesperis+Ernolatia moorei+Eterusia aedea+Eterusia taiwana+Eugauria albidentata+Eugoa brunnea+Eugoa grisea+Eumelea ludovicata+Euploea mulciber barsine+Euproctis croceola+Euproctis latifascia+Euproctis sericea+Euproctis taiwana+Euryobeidia largeteaui+Family Agelenidae+Family Cossidae+Family Crambidae+Family Depressariidae+Family Erebidae+Family Gelechiidae+Family Geometridae+Family Gracillariidae+Family Lasiocampidae+Family Lecithoceridae+Family Limacodidae+Family Noctuidae+Family Nolidae+Family Notodontidae+Family Nymphalidae+Family Psychidae+Family Pterophoridae+Family Pyralidae+Family Tineidae+Family Tortricidae+Family Uraniidae+Family Xyloryctidae+Fascellina chromataria+Garaeus apicata+Gastropacha horishana+Genus Abraxas+Genus Adoxophyes+Genus Agelena+Genus Agrotera+Genus Alucita+Genus Amata+Genus Anachrostis+Genus Analthes+Genus Archips+Genus Arctornis+Genus Athetis+Genus Bastilla+Genus Bradina+Genus Casmara+Genus Choreutis+Genus Chrioloba+Genus Cirrhochrista+Genus Clelea+Genus Cleora+Genus Condate+Genus Condica+Genus Ctenoplusia+Genus Doratoptera+Genus Endotricha+Genus Enispa+Genus Erechthias+Genus Ericeia+Genus Ethmia+Genus Eudocima+Genus Euproctis+Genus Feliniopsis+Genus Gargela+Genus Glanycus+Genus Gnorismoneura+Genus Helicoverpa+Genus Hemithea+Genus Herminia+Genus Homona+Genus Hydriris+Genus Hypena+Genus Hypomecis+Genus Idaea+Genus Imma+Genus Lobesia+Genus Lomographa+Genus Lyclene+Genus Macrothele+Genus Mallinella+Genus Menophra+Genus Meridemis+Genus Metaphoenia+Genus Metoeca+Genus Miltochrista+Genus Mythimna+Genus Nacoleia+Genus Narosa+Genus Narosoideus+Genus Neocalyptis+Genus Neoscona+Genus Nosphistica+Genus Olene+Genus Opogona+Genus Ozola+Genus Perixera+Genus Phazaca+Genus Platyptilia+Genus Progonia+Genus Psechrus+Genus Pseudopoda+Genus Pyrinioides+Genus Sauris+Genus Scirpophaga+Genus Scopula+Genus Selepa+Genus Sesamia+Genus Spodoptera+Genus Stathmopoda+Genus Synegia+Genus Trebania+Genus Xerodes+Genus Yaginumaella+Glyphodes onychinalis+Gonanticlea aversa+Gonitis mesogona+Habrosyne indica+Heliophorus ila matsumurae+Hemithea tritonaria+Herculia pelasgalis+Herpetogramma luctuosalis+Hesudra divisa+Heterolocha coccinea+Higena trichosticha+Hipoepa fractalis+Hydrillodes lentalis+Hydrillodes torsivena+Hypena nepana+Hypena occatus+Hypena sinuosa+Hypena taiwana+Hypena trigonalis+Hypochrosis baenzigeri+Hypolimnas bolina kezia+Hypomecis punctinalis+Hypopyra vespertilio+Hyposidra talaca+Hypospila bolinoides+Ilema kosemponica+Ilema olivacea+Katha magnata+Lecitholaxa thiodora+Lemyra alikangensis+Lemyra nigricosta+Lixa productalis taiwana+Lobogonia aculeata+Loepa formosensis+Lophoruza lunifera+Lycosa coelestis+Lymantria sinica+Lymantria xylina+Mabra nigriscripta+Machaeropteris petalacma+Macrobrochis gigas+Macroglossum corythus+Macroglossum mitchelli+Marumba cristata+Marumba sperchius+Mataeomera biangulata+Maxates lactipuncta+Mecodina albodentata+Mecodina cineracea+Mesolia bipunctella+Metaemene atrigutta+Metanastria hyrtaca+Milleria formosana+Miltochrista ziczac+Mosopia punctilinea+Mythimna albomarginata+Mythimna pulchra+Mythimna stolida+Mythimna subplacida+Nacaduba kurava therasia+Narosa nigrisigna+Neodrymonia acuminata+Neoscona scylloides+Nola formosalesa+Nola lucidalis+Nothomiza flavicosta+Notocrypta curvifascia+Nyctemera adversata+Olene dudgeoni+Omiodes similis+Ophthalmitis herbidaria+Oraesia excavata+Oreta insignis+Organopoda carnearia+Orgyia postica+Orthaga olivacea+Orthocabera tinagmaria+Orthocraspeda furva+Orthonama obstipata+Ourapteryx changi+Ourapteryx clara+Ourapteryx yerburii virescens+Oxacme cretacea+Oxymacaria temeraria+Palpita asiaticalis+Papilio memnon heronus+Paracymoriza cataclystalis+Parantica aglea maghaba+Parapercnia giraffata+Parasiccia punctilinea+Phalacra strigata+Phalera flavescens flavescens+Philenora latifasciata+Phlossa conjuncta+Plusiodonta coelonota+Polyphagozerra coffeae+Prolophota trigonifera+Prosotas nora formosana+Pseudomiza obliquaria+Psilalcis breta+Psilalcis pulveraria+Psimada quadripennis+Pterotosoma castanea+Pyralis centralis+Rhagastis binoculata+Rhagastis mongoliana+Rhodopsona rutila+Rivula bioculalis+Rusicada privata+Sarcinodes aequilinearia+Sarcinodes yeni+Schistophleps bipuncta+Scopula mecysma+Sesamia nigropunctata+Simplicia bimarginata+Simplicia discosticta+Simplicia mistacalis+Simplicia xanthoma+Somena scintillans+Spilarctia wilemani+Spodoptera litura+Stenhypena costalis+Susica sinensis+Syllepte taiwanalis+Sympis rufibasis+Synegia masuii+Tanaoctenia haliaria+Tanaorhinus formosana+Theretra nessus+Thinopteryx nebulosa+Thosea sinensis+Thyatira batis+Thysanoplusia reticulata+Tiracola aureata+Tisis mesozosta+Trabala vishnou+Trachea auriplena+Traminda aventiaria+Trichosea champa+Tristrophis rectifascia+Udea testacea+Xandrames dholaria+Xanthodes transversa+Xanthorhoe saturata+Xerodes obscura+Xysticus croceus+Zanclopera falcata+Zonoplusia ochreata+Zusidava serratilinea
3677,2015-4-1,158,Alcis ectogramma+Amblychia sauteri+Andraca theae+Araneus seminiger+Asota heliconia+Calletaera obliquata+Celastrina lavendularis himilcon+Dichomeris lushanae+Dudusa nobilis+Dysaethria cretacea+Entomopteryx rubridisca+Euploea mulciber barsine+Family Erebidae+Family Hesperiidae+Family Lasiocampidae+Genus Abraxas+Genus Archips+Genus Haritalodes+Genus Nemophora+Genus Papilio+Genus Phauda+Genus Phazaca+Heliophorus ila matsumurae+Lemyra alikangensis+Lymantria xylina+Milionia zonea+Milleria formosana+Mimeusemia vilemani+Nemophora uncella+Nyctemera adversata+Parantica sita niphonica+Parapercnia giraffata+Polytremis lubricans kuyaniana+Scopula propinquaria+Sibatania arizana+Syntypistis subgeneris+Thysanoptyx incurvata+Zusidava serratilinea
3678,2015-4-1,160,Idea leuconoe clara
3679,2015-4-1,161,Family Erebidae
3680,2015-4-1,162,Hypolimnas bolina kezia+Limenitis sulpitia tricula+Milionia zonea+Mycalesis francisca formosana+Pieris rapae crucivora+Zama horni
3681,2015-4-1,197,Anisoneura salebrosa+Biston perclara+Ectropis bhurmitra+Hypomecis cineracea+Lemyra imparilis+Metanastria hyrtaca+Trabala vishnou
3682,2015-4-1,198,Asota heliconia+Borbacha pardaria+Family Choreutidae+Family Pyralidae+Family Sesiidae+Genus Earias+Genus Endotricha+Genus Euproctis+Genus Parapoynx+Lymantria xylina+Macrobrochis gigas+Neoscona theisi+Parum colligata+Saptha divitiosa
3683,2015-4-1,199,Antheraea formosana+Arctioblepsis rubida+Camptoloma carum+Chrysaeglia magnifica+Chrysocraspeda faganaria+Creatonotos transiens+Diasemia accalis+Discophora sondaica tulliana+Dysaethria flavistriga+Euproctis taiwana+Family Choreutidae+Family Crambidae+Family Erebidae+Family Geometridae+Family Lasiocampidae+Family Nolidae+Family Nymphalidae+Family Pyralidae+Genus Cheiracanthium+Genus Chilo+Genus Creatonotos+Genus Diasemia+Genus Hemithea+Genus Rivula+Genus Timandra+Heteralex aspersa+Hypochrosis baenzigeri+Lymantria xylina+Nyctemera adversata+Orgyia postica+Papilio protenor protenor+Parum colligata+Pieris canidia+Pyralis pictalis+Spodoptera litura+Timelaea albescens formosana+Tiracola aureata+Trabala vishnou+Traminda aventiaria+Zama horni
3684,2015-4-1,200,Abraxas suspecta+Amsactoides solitaria+Anachrostis marginata+Appias lyncida eleonora+Arcte coerula+Asota heliconia+Celastrina lavendularis himilcon+Chiasmia emersaria+Choreutis basalis+Cosmiomorpha similis+Cupha erymanthis+Dudusa nobilis+Dudusa synopla+Dysaethria cretacea+Dysaethria flavistriga+Epobeidia tigrata+Eriovixia laglaizei+Euploea eunice+Euploea tulliolus koxinga+Family Crambidae+Family Erebidae+Family Geometridae+Family Nymphalidae+Family Psychidae+Family Tortricidae+Genus Abraxas+Genus Adoxophyes+Genus Amata+Genus Archips+Genus Callopistria+Genus Choreutis+Genus Endotricha+Genus Eristena+Genus Euproctis+Genus Homona+Genus Illiberis+Genus Lithacodia+Genus Macroglossum+Genus Meridemis+Genus Metaphoenia+Genus Papilio+Genus Parasa+Genus Pergesa+Genus Phauda+Genus Phazaca+Genus Polistes+Genus Scopula+Genus Teulisna+Huechys sanguinea+Hyblaea firmamentum+Hymenia perspectalis+Hyposidra infixaria+Hyposidra talaca+Ideopsis similis+Isodemis serpentinana+Kallima inachus formosana+Krananda oliveomarginata+Lemyra alikangensis+Lemyra imparilis+Lycophantis elongata+Lymantria xylina+Macrobrochis gigas+Marumba cristata+Metanastria hyrtaca+Micronia aculeata+Nacaduba kurava therasia+Nyctemera adversata+Nyctemera formosana+Orgyia postica+Papilio memnon heronus+Paracymoriza cataclystalis+Parapercnia giraffata+Parum colligata+Perina nuda+Phalera flavescens flavescens+Prosotas nora formosana+Scopula propinquaria+Scopula punctatissima+Syntomoides imaon+Thinopteryx crocoptera+Thysanoptyx incurvata+Trabala vishnou+Trachea auriplena+Traminda aventiaria+Xerodes albonotaria
3685,2015-4-1,201,Arna bipunctapex+Bastilla praetermissa+Family Zygaenidae+Genus Amata+Genus Periacma+Hypochrosis baenzigeri+Macroglossum passalus+Mycalesis gotama nanda+Olene dudgeoni+Oreta insignis+Pidorus atratus+Scopula propinquaria
3686,2015-4-1,202,Family Salticidae
3687,2015-4-1,203,Arbudas leno+Ophthalmitis herbidaria+Oreta extensa+Zanclopera falcata
3688,2015-4-1,204,Epobeidia tigrata+Family Geometridae+Family Sesiidae+Genus Glanycus+Genus Nemophora+Genus Spirama+Macrobrochis gigas+Milionia zonea+Neochalcosia remota+Nyctemera adversata+Oreta extensa+Racotis boarmiaria+Scopula propinquaria
3689,2015-4-1,205,Chilo sacchariphagus+Family Pyralidae+Genus Synegia+Plutella xylostella+Psimada quadripennis
3690,2015-4-1,206,Genus Lithacodia+Paracymoriza cataclystalis
3691,2015-4-1,207,Genus Neodrymonia+Hyposidra infixaria+Saptha divitiosa
3692,2015-4-1,236,Acontia marmoralis+Condica illecta+Creatonotos transiens+Family Geometridae+Genus Amata+Hyposidra infixaria+Hyposidra talaca+Lymantria xylina+Nothomiza flavicosta+Nyctemera adversata+Olene dudgeoni+Perina nuda+Pingasa ruginaria+Zanclopera falcata
3693,2015-4-1,237,Chalcosia thaivana+Family Araneidae+Genus Labanda+Nothomiza flavicosta
3694,2015-4-1,238,Cypoides chinensis+Family Erebidae+Genus Amata+Genus Calliteara+Tiracola aureata+Trabala vishnou
3695,2015-4-1,239,Acherontia lachesis+Actias sinensis subaurea+Amblychia angeronaria+Amsactoides solitaria+Anisoneura salebrosa+Biston perclara+Cania heppneri+Cephonodes hylas+Clanis bilineata+Cnaphalocrocis medinalis+Crypsiptya coclesalis+Cusiala boarmioides+Dysaethria flavistriga+Dysaethria scopocera+Ectropis bhurmitra+Elophila turbata+Erasmia pulchella+Eterusia aedea+Eumelea ludovicata+Family Cossidae+Family Crambidae+Family Erebidae+Family Geometridae+Family Lasiocampidae+Family Lecithoceridae+Family Pyralidae+Family Thyrididae+Family Tortricidae+Genus Ashibusa+Genus Calletaera+Genus Homona+Genus Lymantria+Genus Monobolodes+Genus Nemophora+Genus Olene+Genus Parasa+Genus Pergesa+Genus Stauropus+Genus Talanga+Histia flabellicornis+Hyblaea firmamentum+Hyperlopha compactilis+Hypomecis punctinalis+Hyposidra talaca+Idaea paraula+Lebeda nobilis+Locastra muscosalis+Lymantria xylina+Machaeropteris petalacma+Macrobrochis gigas+Mimeusemia vilemani+Nyctemera adversata+Nyctemera formosana+Olene dudgeoni+Oreta extensa+Oreta insignis+Orthocraspeda furva+Parasa shirakii+Parum colligata+Phlossa conjuncta+Saptha divitiosa+Sarcinodes mongaku+Setora postornata+Theretra oldenlandiae+Thosea sinensis+Zanclopera falcata+Zusidava serratilinea
3696,2015-4-1,240,Lampides boeticus
3697,2015-4-1,241,Agrius convolvuli+Asota heliconia+Choreutis achyrodes+Somatina plynusaria
3698,2015-4-1,242,Apriona rugicollis+Arctioblepsis rubida+Asota heliconia+Bertula kosemponica+Calolabus chujoi+Cosmodela batesi+Cusiala boarmioides+Epobeidia tigrata+Eterusia aedea+Family Erebidae+Family Geometridae+Family Limacodidae+Family Pterophoridae+Family Pyralidae+Family Tortricidae+Genus Bertula+Genus Crocidolomia+Genus Euproctis+Genus Organopoda+Genus Pyrinioides+Herculia pelasgalis+Hypena amica+Lymantria xylina+Micronia aculeata+Neopheosia fasciata+Nyctemera lacticinia+Olene dudgeoni+Ophthalmitis herbidaria+Orgyia postica+Phthonandria atrilineata cuneilinearia+Rhectothyris gratiosalis+Risoba prominens+Sarcinodes mongaku+Spodoptera litura+Susica sinensis+Symbrenthia lilaea+Thosea sinensis+Timandra convectaria+Trabala vishnou+Zanclopera falcata
